Dominio,IP,Numero de subdominios
fcausautomobility.com,68.22.5.99,1
padgettofcentralpa.com,50.76.201.137,1
sandpointer.com,70.89.136.145,1
sodexovending.com,65.216.144.19,2
oescoinc.com,198.0.129.201,2
pioneerclean.com,12.48.138.66,2
idealindustries.ru,12.2.161.59,1
cbcinnovis.biz,68.22.157.83,1
wxrock.com,23.30.244.37,1
redlinemarkingsolutions.com,65.65.71.154,1
hbws.com,68.250.1.18,2
grandofdublin.com,70.63.17.241,1
acspbms.com,65.199.152.121,1
unispherenetworks.com,65.194.140.137,1
oraclemsg.com,12.30.31.53,3
titan-micro.com,72.38.247.163,2
a1computerservices.net,75.99.221.122,1
conroysdowney.com,65.198.163.112,1
itwsurvey.com,12.28.124.34,1
unadyn.com,50.76.6.209,1
infinideas.com,173.160.73.229,2
manateeclerk.com,65.198.226.31,9
idealschool.com,12.26.55.182,1
sci-technical.com,12.26.55.182,1
818122.net,12.12.2.2,1
ft-mos.com,65.206.242.75,2
imagineitonline.net,12.26.55.182,1
hertzsurvey.ca,12.5.245.11,2
ctabackoffice.com,12.54.184.152,1
packwoodvacationrentals.com,70.89.136.145,2
svclnk.com,65.211.255.18,3
cucdemo.net,162.155.192.194,2
ibew306benefits.org,12.38.48.150,2
augustaga.org,12.28.22.130,2
terac.org,50.76.108.4,1
cobourgclinic.ca,72.38.107.114,1
philipstvandvideo.com,75.99.99.133,2
smafoundation.org,65.209.52.204,1
nationalnail.com,12.50.132.180,13
summitkids.org,12.54.44.132,6
regionaldevelopmentgroup.com,70.89.85.195,1
oep.com,12.48.132.66,2
paangus.org,12.40.42.130,2
hhred.com,12.14.8.180,1
ctslion.com,12.33.200.106,1
houselistingsindallas.com,65.197.142.182,1
tomilyn.com,12.17.182.227,2
glatfeltermoments.org,12.34.0.150,1
peoriaplayhouse.org,12.23.175.36,1
clubatibis.com,12.35.135.85,4
ywcaworks.org,173.160.154.38,2
mkt104.com,65.216.166.244,1
woodbourne.com,50.76.16.58,1
arborata.info,70.89.125.9,1
exterminationabc.com,70.25.45.131,1
ryebrook-cardiology.com,173.220.249.74,1
emharris.com,12.50.53.194,1
sanfordandhawley.com,75.144.158.209,1
homeserver.com,24.103.219.26,408
starone.coop,12.51.210.131,1
pspusacorp.com,12.2.203.54,2
zoerice.com,75.144.38.178,1
eglobalwoundacademy.com,65.207.138.59,1
southernwineandspiritsofnewengland.com,65.210.139.116,1
naturesbountyco.uk,12.54.238.139,14
hei-eng.com,12.53.33.98,2
varsityallstar.net,75.145.107.7,1
thetatech.net,75.145.117.60,2
dallasscottishrite.org,12.5.106.147,1
eddorre.com,173.8.217.190,1
visionsseminars.com,50.77.49.227,1
dattilioins.com,70.88.194.45,1
onse.net,58.180.61.141,4
mkt870.com,65.216.166.203,1
faithdome.org,12.11.75.218,1
vmi-usa.com,12.49.249.106,1
keycadillac.com,173.160.117.19,5
mh-network.com,12.26.55.182,1
americanlegion57.org,50.76.81.98,1
elpiquerestaurant.com,173.160.203.220,1
idcs.us,173.160.92.69,1
andarch.com,173.160.57.219,2
bigcityclassic.com,65.213.145.56,1
maineoep.org,12.53.103.166,1
pernitalpartners.com,12.53.30.223,1
deantpa.org,65.65.10.1,1
cmsi.io,12.44.118.7,1
psecuprotect.com,65.207.1.214,1
orionediting.com,75.144.107.244,1
massmutualdirect.com,65.215.121.123,2
nacsar.biz,65.199.219.200,1
airline-ticket-price-online.org,65.216.67.100,1
imapaudits.com,72.38.135.222,1
hbplaw.com,12.31.236.108,1
lerner-1.com,72.243.226.236,1
scibew-neca.org,12.53.37.50,3
apsmeetings.org,65.213.241.228,2
somethingformonday.org,162.155.182.110,3
enrollyourclients.com,23.31.102.202,1
hfpusa.com,12.0.231.193,1
dahlac.com,75.144.22.225,1
wmapcllc.com,173.161.8.154,1
merkle.enterprises,65.210.57.168,1
salesconinc.com,198.0.29.193,1
notllc.us,12.32.217.41,3
eccolowines.com,70.89.155.196,1
shiloh2000.org,12.17.190.42,1
moparmaintenance.com,68.22.5.89,2
transitsolutions.net,162.155.86.210,1
goffsautobody.com,162.155.156.170,1
xitron.com,12.16.65.146,2
spcompustat.com,12.26.55.192,1
ut-hospitals.com,65.204.3.200,2
coventryonenv.com,12.10.217.91,2
intercedenow.ca,72.38.74.34,1
stoncor.pe,12.43.214.202,2
lacmm.com,173.9.56.101,1
hns.org,173.9.17.131,1
narprail.org,70.88.147.73,2
nplusrubber.com,12.54.76.3,1
lyonlegacy.com,23.30.254.233,2
activewebgroup.com,173.220.76.82,1
annecammpsychology.net,12.53.30.223,1
springfieldbasspro.com,12.14.224.133,1
whreilly.com,75.145.78.161,1
osa.world,65.202.222.221,1
lookoutams.com,12.5.250.61,2
rivercitycom.net,12.52.94.185,1
privatejetchartersmiami.com,23.30.244.82,2
oneinsane.org,173.160.44.220,9
intellistar.com,65.212.71.25,1
nsprinting.net,173.8.90.251,1
newriver.com,173.9.56.236,1
crossfadeinc.com,72.38.236.15,2
workfarce.com,50.76.53.60,1
isotopemusic.ca,72.38.241.188,1
argushomehealthcare.com,75.145.119.181,1
omicrontech.net,173.161.25.251,1
fine-drive.net,58.180.10.192,2
passfax.com,75.99.96.125,1
mcconnellbrief2e.com,12.26.55.139,1
fsaw.net,173.8.63.53,1
futuro-dontics.com,173.9.116.105,1
mountainpinecorp.com,173.8.157.178,1
mma-web.org,75.145.110.226,5
gilanddavid.com,173.196.9.8,1
coopertire.com,162.155.234.135,4
bachmanparts.com,162.155.206.114,1
razimports.com,12.15.154.68,4
fullerelec.com,75.145.28.253,1
unitours.com,75.99.208.130,1
dim-x.net,162.155.226.29,1
antiochcoc.net,12.41.152.253,2
excient.com,173.8.140.21,1
kirkhampeak.com,12.33.130.46,1
zanacore.com,50.76.231.3,1
coventry-selectusnetwork.com,12.10.217.91,1
tavennerpublishing.com,12.29.184.238,1
dawg3house.com,70.88.146.156,1
edenitservices.com,12.43.6.88,5
jacobslivestock.com,12.40.42.130,2
medicalsouthfamilypractice.net,12.53.30.223,1
tekrealm.net,75.144.249.9,8
brentindu.com,24.103.210.30,2
xn--o39aoos82b.com,210.127.209.29,4
mkt200.com,65.207.171.63,4
ihiphop.com,65.212.180.122,1
mississaugawebhosting.net,204.10.240.155,2
mmibi.com,173.196.236.168,4
memphispump.com,75.144.56.18,1
faxto.com,173.160.98.41,1
vikramkeetha.com,173.220.178.214,1
dbu.edu,12.5.161.50,29
employersolutions.com,12.30.161.200,1
barbarawhiteperry.com,12.27.69.105,2
lukasrobb.com,75.144.87.250,1
sanyo-machine.org,68.250.146.18,1
seqirus.com,12.3.33.225,4
hertz.cl,12.5.245.11,2
drossi.net,12.49.55.176,1
mandevilleis.com,72.38.249.25,1
clarke-electric.net,75.145.9.165,2
fiveoclockbrands.com,65.200.43.2,2
ospreypointhealthcare.com,65.196.137.147,1
mercedesmarketing.com,12.44.59.66,1
smwia162.com,50.76.54.162,3
indianheadinc.com,173.160.121.209,1
itc-1.com,70.63.42.203,2
katflyn.com,65.212.180.185,1
orbitzsaver.mobi,65.216.67.100,1
greatlakesglass.net,70.88.74.181,1
macneilautomotive.com,12.53.31.36,2
accessparticipant.com,12.38.48.135,2
barnesandnobel.com,65.204.48.118,1
solberginc.com,65.202.124.32,2
ibb.cc,12.54.104.251,2
myacg.com,50.76.249.10,1
ymarch.com,173.196.229.246,1
ebnorris.com,75.144.132.193,1
redmonddentallab.com,173.160.163.133,2
txconcrete.com,65.196.74.254,1
bestshowa.com,12.21.128.20,2
westernwoodsinc.com,12.40.196.37,1
leatherpony.com,70.89.119.13,1
amerinational.net,65.197.241.134,2
southernwineandspiritsoftexas.com,65.210.139.116,1
ranchflags.com,12.28.196.128,1
deaincreports.com,65.64.83.10,1
fawn.us,173.8.153.106,1
jiha.us,75.144.123.249,2
bhadd.org,70.88.133.184,1
ofcnfoec.org,65.202.222.221,1
rentalmax.com,12.26.18.58,1
huskeytruss.com,12.33.179.202,1
texashealthharrismethodisthospitalheb.org,12.50.9.220,1
jfswm.org,173.9.27.237,2
beckin.pro,23.30.200.225,1
mabernard.com,173.160.199.41,1
luxuryleasinginc.com,65.221.29.199,1
telavivlimo.com,65.223.159.136,1
choicetms.com,12.36.185.100,2
gr2control.com,12.31.109.250,1
stumpincider.com,72.38.144.194,1
thriftrecycling.com,70.89.117.213,1
oyhutbayvacationrentals.com,70.89.136.145,3
umcka.com,65.201.210.80,1
thompsonhospitality.com,65.202.235.231,2
specialized-computers.com,198.0.113.49,2
lanternbuilding.com,12.45.3.180,1
medcor.com,12.2.254.141,64
mtmaritime.com,12.29.239.2,3
offsetp.com,173.9.50.49,1
cornerstonelive.net,75.145.42.228,3
onhandschools.com,75.145.46.149,1
mygoodsmarket.com,64.31.126.54,1
ruckersflowers.com,65.198.163.112,1
fulcrumbuilders.com,198.0.208.202,1
realminform.live,12.5.115.77,1
sirf.com,65.208.149.3,2
itwmalta.com,12.28.124.34,1
nxg.ca,72.38.162.138,2
carouselindustries.com,97.75.78.98,2
nerevolution.com,65.221.18.28,1
aleksfacultydevelopment.net,12.26.55.182,1
freestateannapolis.com,173.8.29.77,1
shrock.org,173.160.203.134,1
keynetzhometeam.ca,209.87.231.134,3
tfbsystems.com,75.99.132.110,5
premierweightlosssolutions.org,12.53.30.223,1
blackriverproduce.com,12.38.3.100,1
unitedgulf.com,70.88.250.225,1
horizontire.com,198.101.108.166,1
corimaging.com,65.206.61.34,1
rpmintl.com,12.43.214.81,3
creationsbytumbleweed.ca,72.39.89.209,1
thedangerouskitchen.org,70.88.164.61,5
keesling.net,70.88.123.73,1
boardbook.org,12.43.229.46,5
fpifilters.us,12.4.27.12,2
uninetimaging.com,12.35.40.67,5
allabouttransmissions.com,75.145.20.125,1
itwsm.com,12.28.124.34,2
krugle.net,173.8.131.219,1
888nescor1.com,173.9.83.177,4
achievesportsacupuncture.com,23.30.28.172,2
mbracepackages.com,65.203.122.29,2
electronicmedia.com,12.6.54.180,89
mmimarine.com,12.29.232.3,2
tsquarecm.net,12.33.114.63,1
northeastern.com,75.145.86.70,6
ucsep.org,70.89.52.139,2
everettgolfcc.com,173.160.177.145,2
maconbassproshops.com,12.14.224.133,1
fanniemay.com,12.53.30.211,2
caribbeanbeachclub.org,173.9.94.162,1
helmerprinting.com,12.54.59.36,2
nhssf.org,23.31.2.170,1
fmcoe.info,24.103.196.138,1
petmeds.com,65.208.95.50,4
konicom.net,173.8.74.180,3
dancebysteps.com,50.76.71.4,1
monosealants.com,12.43.214.182,1
geeksqueal.com,50.76.53.53,2
lavellesix.com,50.76.65.121,1
hydes.ca,72.38.75.34,4
barnesandnobleu.com,65.204.48.118,1
ninjamaster.com,198.0.229.129,1
liftech.net,12.27.97.69,5
rooneyangusranch.com,12.40.42.130,1
radioandrecords.com,65.204.135.7,2
bm.com,12.39.242.156,1
texashealthstephenville.hospital,12.50.9.220,1
fsfinc.org,70.88.231.162,2
drzaejaz.com,198.0.111.216,1
ackermanfelberlaw.com,173.220.33.58,1
hudsonfur.org,12.37.14.141,1
ortholiteustest.com,23.30.159.69,1
fahrhall.com,72.38.231.202,2
arcadiaperio.com,198.101.123.230,2
onecarnegiehill.com,12.45.3.135,2
nolanpower.com,12.11.61.187,1
800wdcompliancesystem.com,12.34.183.190,1
sfsflowers.com,23.30.161.106,3
heritagebluffs.com,12.16.199.53,5
ccifinishworks.com,12.43.214.65,3
robertcraigwine.com,12.43.57.19,1
kingofbucks.com,12.14.224.133,1
asepticllc.com,12.13.102.23,2
dollartree.com,12.47.153.16,1
augs.org,12.53.30.164,2
southernwineandspiritsofthepacificnorthwest.org,65.210.139.116,1
itwsourcing.com,12.28.124.32,2
acicommunications.com,12.24.54.91,1
designthisnow.com,12.42.203.78,2
heritage-plastics.com,12.41.156.37,5
llic.net,173.8.190.50,11
quality-window-blinds.com,173.161.14.146,1
jumbo-labs.com,173.160.233.113,1
rfaq.com,70.25.35.140,1
hsamember.com,65.197.229.245,1
keytoyourmove.com,65.197.142.180,1
octl.com,173.9.71.4,1
comealongindustries.com,75.99.64.146,1
vmomentum.com,65.209.90.99,1
cadenceaerospace.com,12.1.70.131,6
mechanicalproducts.net,173.8.86.61,1
khovnanianhomesva.com,12.20.202.185,1
mittkids.com,173.9.1.33,2
michiganrisk.com,75.144.72.137,1
resourcecentral.org,70.89.174.53,2
dedicatedpr.com,72.243.66.98,1
byc.ca,209.87.247.57,1
alturacs.com,65.203.142.10,7
usit2.com,173.220.83.52,1
tgiflorist.com,65.198.163.112,1
quintilesmedicaleducation.com,65.205.190.20,1
stokeseeds.com,72.38.119.248,3
interactionassociates.com,65.196.23.138,1
evebot.info,173.8.161.82,1
preinno.com,162.155.247.83,2
toyotacarlsbad.com,12.50.158.229,2
mccd911.com,12.1.158.197,1
houseofpassion.com,75.144.250.67,2
ccxentral.com,65.196.184.137,13
faustdistributing.com,12.31.214.154,1
harmisonelectric.com,50.76.237.13,1
ccgsia.com,70.88.169.117,2
dovellsystemsinc.com,50.77.0.92,2
stockheaters.com,23.30.166.18,1
layer99.com,173.161.25.250,1
cooljoy.com,209.87.255.40,3
smartautoleads.com,65.210.125.38,1
ohiopeterbilt.com,12.46.31.114,1
wrx-us.com,12.26.74.86,1
vcinc.ca,72.38.115.106,1
farrentech.com,70.89.87.21,1
jocumalmirante.com,173.160.71.1,1
dunhillhotel.com,24.142.192.230,1
mbstarsofservice.com,12.44.59.71,1
farruggio.com,50.77.89.103,1
cocaholics.com,72.38.64.162,1
michiganfamilyresources.org,12.51.60.210,2
chilmarkma.gov,173.9.76.41,2
theurbangroup.com,70.89.97.217,1
stingrayboat.com,12.16.144.70,1
knightsridgefarm.com,209.87.224.160,1
foundationsjobs.org,65.198.127.211,1
slautogroup.com,12.48.199.173,15
brookvillefamilycare.com,12.53.30.223,1
cpipress.com,12.23.198.130,1
reddawayregional.com,68.23.21.178,4
fodiace.com,210.127.209.86,4
nysanet.org,65.215.112.234,2
saatchix.com,12.25.147.239,3
becomeafirefighter.net,12.27.214.196,1
pplp.fish,173.160.197.57,1
bbministries.com,12.25.174.170,1
utpipetradesbenefits.org,12.38.48.150,2
automotivebi.com,12.13.150.131,1
hlts-md.com,23.30.5.233,2
gendlergrapevine.com,173.160.139.119,1
riverbendss.com,65.216.189.5,2
countrysideflwrsandgifts.com,65.198.163.112,1
rustonindustrialsupplies.com,12.34.152.66,1
guy-o-day.com,75.144.250.67,1
newburycorp.com,173.9.29.202,1
womens-lingerie.com,72.38.116.37,1
qsa10k.com,70.88.122.61,1
mrmcgills.com,24.103.219.88,1
southernwineandspiritsoftexas.info,65.210.139.116,1
owensboropediatrics.com,162.155.79.74,1
everwear.net,12.28.124.34,1
westernshorepdr.com,173.8.11.123,1
dtg-atc.com,50.76.183.131,1
icicleridgeview.com,70.89.136.145,3
aautomallusedcars.com,173.160.120.29,1
e-goldchain.com,173.8.111.71,1
gglawyers.com,50.77.125.25,1
brainco.tech,23.30.153.5,2
lynnhouse.org,75.145.84.82,1
sharpeningshoppe.com,209.87.239.76,1
altatravelusa.com,75.99.97.27,3
craftsmenelectrical.com,198.0.114.225,1
daltoninvestments.com,12.53.121.19,9
clinassoc.com,24.103.194.162,1
newcriterion.com,108.176.49.146,2
iflyatl.com,65.213.181.70,3
upgla.com,173.9.129.73,2
advancedsurgicalpartnersdayton.net,12.53.30.223,1
jackpotpoker.info,12.24.60.67,1
bigredbuttonimprov.com,70.89.127.75,1
cytherianage.net,198.0.202.131,3
informationdirect.ca,12.49.179.237,2
pfgcaro.com,12.38.3.158,1
permaquik.com,12.43.214.77,2
bericap-na.com,72.38.193.37,4
interactiveecology.com,12.26.55.182,1
churchofadvent.org,12.5.115.77,1
seligenterprises.com,65.207.149.238,4
corporatesportsent.com,65.204.3.200,1
networkalliance.net,65.221.0.26,2
gmvymca.org,162.155.4.212,1
s4communications.com,12.36.195.59,6
langedirect.com,12.26.55.182,1
vimy.ca,209.87.239.76,2
oasw.org,70.25.75.44,1
writerstrust.com,70.25.13.132,2
teleflorahaute.com,65.198.163.112,1
affinityhq.com,23.30.52.54,12
chryslerwitech.net,23.30.244.83,1
mountbachelorvacationrentals.com,70.89.136.145,1
logone.org,58.180.27.22,3
tbase.com,209.87.231.37,1
sso-servicenow.com,65.202.49.45,2
callingthebook.com,65.222.235.182,1
kemp-company.com,70.88.121.253,1
midco-intl.com,12.2.122.29,2
originalimpressions.com,12.26.4.242,1
mmra.org,173.9.127.181,1
arrx.org,23.31.125.93,1
hopecrisiscenter.org,71.8.253.225,2
amikidsbeaufort.org,65.196.174.85,2
mysealcoat.com,162.155.192.142,1
aptfinder.biz,12.14.248.2,1
allstarlanes.net,173.196.173.40,1
camoh.org,12.36.191.22,3
fsstechnologies.com,12.34.4.162,1
camoffice.com,173.9.69.25,1
bouldertravel.com,23.31.86.174,1
myvazoom.com,70.89.55.5,1
wilsongetty.com,173.196.195.186,3
ipttemployers.org,12.38.48.240,2
andersonsracktext.com,12.3.223.44,1
pupcoresearch.com,162.155.181.154,3
jnli.com,12.34.36.93,4
fastechus.com,12.52.77.88,3
angusonline.org,12.40.42.135,4
pricelessbelin.de,12.22.155.124,2
heritageanimalhospital.com,173.8.124.169,1
tholusmedia.com,75.144.135.41,1
malvernepd.org,75.99.79.123,2
empconsultants.com,64.31.118.59,1
nookmagazines.com,65.204.48.118,1
petcomfort.com,12.53.31.51,2
primetravel.com,75.99.116.154,1
gwevans.com,198.0.95.50,2
texashealthmansfield.com,12.50.9.220,1
astronomynews.org,173.8.139.213,1
bsaa.kr,210.127.253.250,1
maximsecurity.com,50.76.150.52,5
ariabrown.com,173.8.149.129,1
charlieblank.com,65.66.247.18,1
sinparam.com,210.127.208.136,10
calgropump.com,198.0.229.217,1
copeplastics.com,12.43.92.25,4
brownelectricvt.com,173.9.46.145,1
questpc.com,75.99.56.84,1
middletowncardioassociates.net,12.53.30.223,1
highcosafety.com,72.38.236.15,1
enzyretailers.com,65.201.210.80,2
millerweisbrod.com,12.35.13.50,1
ebimed.com,12.44.224.186,1
firstintegritytitle.us,173.160.1.5,1
indoff.biz,12.41.112.87,1
infotricity.org,12.27.240.45,2
duxware.com,12.4.165.236,2
ineedbrochures.com,12.37.40.75,1
projektor.ca,70.25.58.78,1
bassproonesource.info,12.14.224.133,1
mtrustcompany.org,68.22.118.156,1
cleanfirst.com,72.38.86.102,1
myfreehomequote.com,65.204.185.239,1
uppervalleyrheumatology.com,12.53.30.223,1
corpus-callosum.com,12.19.252.230,3
sloanventures.com,70.88.126.50,1
nafins.com,75.144.135.10,1
tmmc.org,12.53.79.6,1
heritagesvs.com,12.45.80.226,2
co.id,12.5.163.52,1
tagheuervip.net,68.21.210.37,2
antiguasportswear.net,65.205.249.39,1
daleygeorges.com,12.49.12.68,2
enterprisetitle.net,173.161.83.157,2
virginiafarmbureaufederation.org,65.213.205.163,1
growerslounge.com,65.212.180.34,1
vwdisease.com,12.3.33.52,1
bassproshops.net,12.14.224.133,1
neatorobotics.com,12.17.156.58,1
pacenius.com,72.38.236.15,1
oneazcu.com,65.200.48.123,4
azrestaurantbuyersguide.com,65.204.3.200,4
virginiafarmbureau.com,65.213.205.163,1
nyhartgl.com,12.27.49.75,1
nostrojones.com,65.207.129.211,2
mslawenforcementbuyersguide.com,65.204.3.200,1
alliancerehabpt.com,70.89.10.73,1
linak.com,12.31.89.98,1
diathon.com,65.223.143.23,1
oceancountytourism.com,65.223.219.40,1
fitzmill.com,65.216.78.34,1
rvda.org,65.222.160.208,5
epstein-isi.com,12.14.166.137,2
avnetexpress.de,12.9.136.152,1
suckboys.net,50.76.60.169,1
itsokaytobegray.com,70.88.138.185,1
sleauburn.com,68.20.67.26,1
bottlehampton.com,75.99.78.66,1
countryhomepages.com,65.197.142.182,1
mcgrawhillebooks.com,12.26.55.182,1
interphexexpo.com,12.47.198.167,1
solkitchen.net,173.8.139.213,1
onglaw.com,173.160.194.141,2
recifinc.com,75.99.252.123,6
elizabethsgarden.org,65.198.163.112,1
customservicesupport.com,12.37.142.23,1
creativeskiesltd.com,12.42.143.5,1
xn--bj5b09b8lwupf833br7eixd.com,210.127.208.136,4
futuramic.net,198.0.101.184,3
tripowerjobs.com,173.220.124.42,1
southfieldsun.com,12.17.19.195,2
canlith.com,70.25.246.226,1
neatradio.com,65.217.208.9,1
fticme.com,65.200.149.21,1
ailcareers.net,12.36.80.112,1
cargotrekfreight.com,173.160.171.81,1
biogen.com,65.196.147.45,1
itassurance.com,198.0.57.57,1
aquariusfp.com,76.224.60.134,1
cavanaghringelman.com,68.121.167.201,1
mcgraw-hillryerson.org,12.3.70.69,1
pacific-ag.net,12.45.179.115,2
womenindefense.net,12.53.30.72,2
atlanticdb.com,173.9.112.233,1
emailhotel.com,12.21.194.180,1
blue-water-desalination.com,12.4.27.2,2
annuities.pru,12.34.100.15,1
thetreeproject.net,75.145.19.163,1
fapc.org,69.193.164.166,2
swissforce.ca,70.25.53.4,1
everydaywineguide.com,65.196.97.43,2
takasagousa.com,65.223.255.226,1
eddietipton.com,68.122.7.16,1
shieldsco.com,23.30.178.74,2
diemcomputing.com,68.122.198.84,1
ssd31j.org,173.160.51.161,2
phonedr.com,70.88.39.114,3
thewatersedgecondo.com,70.89.136.145,2
sunsmart.solar,209.87.234.218,2
amroll.com,12.19.57.234,1
kingbearinginc.com,12.46.184.141,1
varsityallstarsummit.com,75.145.107.7,1
spotlessdrycleaners.com,70.25.11.136,1
multifamilyloan.com,65.223.8.12,1
gemcitysurgicalherniacenter.com,12.53.30.223,1
myhummingbird-studio.com,210.127.209.56,4
buildamold.com,72.38.226.84,1
mncharterschools.org,173.160.124.9,1
shamrocksm.com,12.18.243.146,2
systim.com,12.0.137.10,1
exbistate.org,70.88.220.197,3
willapabaybeachhouse.com,70.89.136.145,3
dvconnection.com,65.199.155.52,1
incentivesolutions.com,75.144.43.250,1
searsandassociates.com,173.160.135.5,1
10tales.co,173.160.110.154,1
allscriptscloud.com,72.243.232.146,4
bucklegends.net,12.14.224.133,1
source2b.com,173.9.136.49,1
ariesgl.com,65.198.119.158,3
centerlinedrivers.com,12.18.155.47,1
teachinggeometry.com,12.26.55.182,1
enermicro.com,173.9.112.233,2
gotv1.com,173.161.28.76,2
repdianneherrin.com,65.202.208.80,1
roscoecompany.com,12.18.121.165,3
teamcornwall.com,72.38.177.235,1
profileselfstoragepayments.info,70.88.215.162,1
communitybancshares.com,70.63.7.103,3
myteleflora.net,65.198.163.184,1
woodangus.com,12.40.42.130,2
dartcontainersales.com,12.48.88.51,1
qtegogive.com,70.63.51.50,1
msrgbuyersguide.com,65.204.3.200,2
mhprepplus.com,12.26.55.182,1
hearntruckingtx.com,12.49.114.171,1
denversouthedp.org,50.76.134.241,3
morganhillflowercottage.com,65.198.163.112,1
tpinets.net,12.10.72.249,2
unitedcontainer.com,12.37.23.146,1
rapalegal.com,70.89.30.129,1
pesticidesoftware.com,23.30.185.113,6
sayiloveyoubouquet.com,65.198.163.112,1
hankook-atc.com,162.155.182.100,9
slominsoil.net,12.34.126.14,1
aprefab.com,50.76.118.61,2
gothamsystems.net,70.88.45.229,1
itnetworkhelp.com,70.88.131.145,1
alcbtob.net,65.206.55.94,2
mykmart.com,12.47.65.109,10
fetzer.org,12.32.164.130,10
phillyresins.com,12.28.124.34,1
federalreserve.gov,65.196.93.203,1
amgi.net,173.160.251.30,1
smilesaver.com,12.28.138.34,1
api-virtuallibrary.com,12.40.42.130,2
originalgitman.com,12.23.241.127,1
alphadata.net,23.30.75.27,1
macconnection.com,65.199.155.59,8
abenaquicc.com,75.144.167.133,1
thelancrew.com,70.89.161.13,1
taiyoint.com,23.30.253.82,1
mancinienterprises.com,70.89.195.161,2
openethics.com,173.160.219.37,1
hifivesolutions.com,65.198.189.141,1
hannahanddunnworld.net,65.210.139.116,1
charitynavigator.org,173.220.125.98,1
515w18nyc.com,12.45.3.180,1
coventrypayments.com,12.10.217.91,2
difoodmc.com,210.127.209.56,4
monroevillewater.org,65.196.69.43,1
viaorbitz.com,65.216.67.100,1
latunacanyongold.com,173.196.173.154,1
daygroupmn.info,50.77.63.242,1
timlofgren.com,75.117.114.53,2
westernrim.com,12.18.78.108,3
mhstudytogo.com,12.26.55.182,1
kool-be.com,12.47.193.237,1
mentorgroup.com,70.88.65.37,1
campfitch.net,162.155.204.238,2
rsib.net,12.46.46.115,1
ncric.org,12.52.108.198,2
soprisdevelopment.com,23.31.91.90,1
basenjigames.com,198.0.206.137,1
stackedit.org,75.144.145.73,1
analexcleveland.com,65.199.115.154,3
positme.com,65.212.180.98,1
southernwinepa.biz,65.210.139.116,1
clinforma.com,72.38.117.34,1
gemobilegateway.com,12.47.107.32,1
sethwadleyford.com,12.38.146.245,1
bokdone.com,210.127.209.76,2
pfsmortgage.com,75.99.205.130,1
www-myetherwaellet.com,12.22.11.22,1
mufrti.org,12.53.30.249,1
shellyarcher.com,75.145.94.169,2
celticleasing.com,65.204.120.25,1
foodgradeorganic.com,173.196.3.197,1
iomr.net,173.220.79.75,2
hertz-cars.net,12.19.121.32,1
mapmobile.com,65.207.13.41,1
klcorp.com,12.17.193.156,2
avnet-express.ru,12.9.136.152,1
silkribbonembroidery.com,68.21.210.204,1
bmwphotospace.kr,210.127.209.46,4
sbmainc.com,75.99.252.115,1
visionsoftteam.com,75.99.49.187,1
carkw.com,12.50.21.56,4
unitedcoatings.com,65.223.143.23,1
firstbank.sale,40.134.20.108,1
lexmarkreseller.ca,12.4.210.38,1
perceptivesoftware.ru,12.4.210.38,1
engelnovitt.com,23.30.15.57,1
nexusrecovery.org,97.75.64.210,1
cdwhealthcareguide.com,12.32.91.29,2
tb.express,12.34.38.227,2
shelbywilliams.com,12.37.224.18,1
stcharlesbasspro.com,12.14.224.133,1
etofmn.com,173.8.97.105,1
prymarycolorz.com,65.208.104.196,2
heznercorp.com,66.73.190.13,4
snap-titequickconnects.com,12.4.27.2,2
mfvuniversity.com,12.48.159.40,2
chckansascity.com,12.10.217.91,2
nynevideos.com,12.42.35.99,1
tekmunki.com,75.145.61.46,1
siracusamoving.com,70.88.205.81,2
ferraris.us,12.32.217.152,1
mvrsd.org,173.9.121.157,2
catalyticgroup.org,75.99.213.162,1
qualcomm.com,65.197.215.78,204
qfremont2.com,12.36.127.137,2
consolcoal.com,12.4.226.1,1
ipanorthwest.com,65.200.12.179,1
woburnlionsclub.org,198.0.155.84,2
carlamartinengo.com,12.12.219.99,1
youseful.com,75.99.175.43,1
fossil.com,12.37.59.150,4
thepardafoundation.org,12.1.119.204,1
aeternitasinc.com,65.64.82.6,2
sodexobenefitscenter.com,65.216.144.86,2
12essentials.com,12.23.241.139,1
joyvigilante.com,12.12.12.12,1
skatemaster.net,173.8.162.81,3
nstarroofing.com,173.9.10.113,1
chatham-kent.ca,72.38.227.13,21
kwofpa.com,12.40.28.245,3
religiouschamberofcommerce.com,75.145.75.93,1
demoservices.com,173.196.219.190,1
glcpc.ca,72.38.17.79,1
ssrehab.com,70.88.233.13,1
sgselevator.com,210.127.209.56,4
casafresno.org,198.0.226.217,1
iwr.me,72.38.19.82,3
cateringbylarry.com,65.65.127.155,1
ottens.com,65.199.35.197,6
nfi-global.com,65.197.59.150,1
rdwarf.net,50.76.53.53,6
securall.com,173.161.129.219,2
hscrocker.com,12.54.84.90,5
dulanandmooredulan.com,12.53.30.223,1
graffdental.com,23.31.5.10,1
emtechinc.net,75.144.89.41,1
galpower.ca,209.87.237.164,1
chameleonwave.com,198.0.44.123,2
tekscene.com,12.12.218.131,2
conncreekwinery.com,12.7.72.253,1
cdc-usa.com,97.75.70.67,1
onseidc.net,58.180.61.141,2
mynewyorkdepotdistributingco.biz,65.210.139.116,1
gemfacets.org,173.160.215.233,1
arcnb.com,210.127.211.149,2
